Entity,Callsign,Frequency,Granted,Stat,Units,Pag,Code,Svc,City
A BEEP LLC,WPPV629,461.45000,2015-01-03,A,1,0,FB6,YG,MOKENA
A BEEP LLC,WPPV629,461.82500,2015-01-03,A,1,0,FB6,YG,MOKENA
A BEEP LLC,WPPV629,463.95000,2015-01-03,A,1,0,FB6,YG,MOKENA
A BEEP LLC,WPRU495,463.97500,2010-12-14,A,1,0,FB6,IG,MOKENA
A BEEP LLC,WPPV629,466.45000,2015-01-03,A,90,0,MO,YG,MOKENA
A BEEP LLC,WPPV629,466.82500,2015-01-03,A,90,0,MO,YG,MOKENA
A BEEP LLC,WPPV629,468.95000,2015-01-03,A,90,0,MO,YG,MOKENA
A BEEP LLC,WPRU495,468.97500,2010-12-14,A,90,0,MO,IG,MOKENA
A BEEP LLC,WPRJ835,471.32500,2015-10-06,A,1,0,FB6,IG,LOCKPORT
A BEEP LLC,WPRJ835,474.32500,2015-10-06,A,90,0,MO,IG,LOCKPORT
A BEEP LLC,KNNJ203,929.03750,2011-02-08,A,1,30000,FB6C,GS,BOLINGBROOK
A BEEP LLC,WPIY208,929.03750,2010-11-16,A,1,50000,FB6C,GS,JOLIET TOWNSH
A BEEP LLC,WPIY208,929.03750,2010-11-16,A,1,50000,FB6C,GS,JOLIET
A BEEP LLC,WPLY723,929.06250,2008-04-29,A,1,60000,FB6C,GS,LOCKPORT
A BEEP LLC,WPLY723,929.06250,2008-04-29,A,1,60000,FB6C,GS,PLAINFIELD
A BEEP LLC,WPLY723,929.06250,2008-04-29,A,1,60000,FB6C,GS,JOLIET
A BEEP LLC,WPLY723,929.06250,2008-04-29,A,1,60000,FB6C,GS,CRETE
"A BEEP, LLC",WPXS668,151.52750,2013-04-06,A,1,0,FB6,YG,LOCKPORT
"A BEEP, LLC",WPXU633,151.54250,2013-04-06,A,1,0,FB6,YG,LOCKPORT
"A BEEP, LLC",WPXU633,151.54250,2013-04-06,A,500,0,MO,YG,LOCKPORT
"A BEEP, LLC",WPXU633,151.60250,2013-04-06,A,1,0,FB6,YG,LOCKPORT
"A BEEP, LLC",WPXU633,151.60250,2013-04-06,A,500,0,MO,YG,LOCKPORT
"A BEEP, LLC",WPXU633,151.67750,2013-04-06,A,1,0,FB6,YG,LOCKPORT
"A BEEP, LLC",WPXU633,151.67750,2013-04-06,A,500,0,MO,YG,LOCKPORT
"A BEEP, LLC",WPXU633,151.78250,2013-04-06,A,1,0,FB6,YG,LOCKPORT
"A BEEP, LLC",WPXU633,151.78250,2013-04-06,A,500,0,MO,YG,LOCKPORT
"A BEEP, LLC",WPXS668,151.84250,2013-04-06,A,1,0,FB6,YG,LOCKPORT
"A BEEP, LLC",WPXU633,151.85750,2013-04-06,A,1,0,FB6,YG,LOCKPORT
"A BEEP, LLC",WPXU633,151.85750,2013-04-06,A,500,0,MO,YG,LOCKPORT
"A BEEP, LLC",WPPC847,152.35250,2014-09-16,A,1,0,FB8,YG,LOCKPORT
"A BEEP, LLC",WPPC847,152.35250,2014-09-16,A,200,0,MO8,YG,LOCKPORT
"A BEEP, LLC",WPPC847,152.36750,2014-09-16,A,1,0,FB8,YG,LOCKPORT
"A BEEP, LLC",WPPC847,152.36750,2014-09-16,A,200,0,MO8,YG,LOCKPORT
"A BEEP, LLC",WPPC847,157.61250,2014-09-16,A,15,0,FX1,YG,LOCKPORT
"A BEEP, LLC",WPPC847,157.61250,2014-09-16,A,200,0,MO8,YG,LOCKPORT
"A BEEP, LLC",WPPC847,157.62750,2014-09-16,A,15,0,FX1,YG,LOCKPORT
"A BEEP, LLC",WPPC847,157.62750,2014-09-16,A,200,0,MO8,YG,LOCKPORT
"A BEEP, LLC",WPXU633,159.51750,2013-04-06,A,500,0,MO,YG,LOCKPORT
"A BEEP, LLC",WPXS668,159.60750,2013-04-06,A,90,0,MO,YG,LOCKPORT
"A BEEP, LLC",WPXU633,159.62250,2013-04-06,A,500,0,MO,YG,LOCKPORT
"A BEEP, LLC",WPXS668,159.69750,2013-04-06,A,90,0,MO,YG,LOCKPORT
"A BEEP, LLC",WPXU633,159.75750,2013-04-06,A,500,0,MO,YG,LOCKPORT
"A BEEP, LLC",WPXU633,159.90750,2013-04-06,A,500,0,MO,YG,LOCKPORT
"A BEEP, LLC",WPXU633,160.14750,2013-04-06,A,500,0,MO,YG,LOCKPORT
"A Beep, LLC",WQIH430,451.99375,2008-02-12,A,1,0,FB6,YG,WILMINGTON
"A Beep, LLC",WQIH430,451.99375,2008-02-12,A,90,0,MO,YG,WILMINGTON
"A Beep, LLC",WQIH430,456.99375,2008-02-12,A,90,0,MO,YG,WILMINGTON
"A BEEP, LLC",WPUN789,461.25000,2012-02-07,A,1,0,FB6,YG,LOCKPORT
"A BEEP, LLC",WPUN789,461.25000,2012-02-07,A,90,0,MO,YG,LOCKPORT
"A Beep, LLC",WQIH430,461.43125,2008-02-12,A,1,0,FB6,YG,WILMINGTON
"A Beep, LLC",WQIH430,461.43125,2008-02-12,A,90,0,MO,YG,WILMINGTON
"A BEEP, LLC",WQWS938,461.43125,2015-11-10,A,1,0,FB6,YG,LOCKPORT
"A BEEP, LLC",WQWS938,461.50625,2015-11-10,A,1,0,FB6,YG,LOCKPORT
"A BEEP, LLC",WQJD698,461.51250,2008-08-02,A,1,0,FB6,YG,KANKAKEE
"A BEEP, LLC",WQJD698,461.51250,2008-08-02,A,90,0,MO6,YG,KANKAKEE
"A BEEP, LLC",WPUN789,461.65000,2012-02-07,A,1,0,FB6,YG,LOCKPORT
"A BEEP, LLC",WQHJ429,461.66250,2007-08-14,A,1,0,FB6,YG,WILMINGTON
"A BEEP, LLC",WQRE579,461.66875,2013-04-26,A,1,0,FB6,YG,SHOREWOOD
"A BEEP, LLC",WQWS938,461.70625,2015-11-10,A,1,0,FB6,YG,LOCKPORT
"A BEEP, LLC",WPUN789,461.80000,2012-02-07,A,1,0,FB6,YG,LOCKPORT
"A BEEP, LLC",WQJD698,462.01250,2008-08-02,A,1,0,FB6,YG,KANKAKEE
"A BEEP, LLC",WQJD698,462.01250,2008-08-02,A,90,0,MO6,YG,KANKAKEE
"A BEEP, LLC",WQRE579,462.03125,2013-04-26,A,1,0,FB6,YG,SHOREWOOD
"A BEEP, LLC",WPXG665,462.07500,2013-01-18,A,1,0,FB6,YG,LOCKPORT
"A BEEP, LLC",WPUN789,462.12500,2012-02-07,A,1,0,FB6,YG,LOCKPORT
"A BEEP, LLC",WQJD698,463.21250,2008-08-02,A,1,0,FB6,YG,KANKAKEE
"A BEEP, LLC",WQJD698,463.21250,2008-08-02,A,90,0,MO6,YG,KANKAKEE
"A BEEP, LLC",WPUN789,463.30000,2012-02-07,A,1,0,FB6,YG,LOCKPORT
"A BEEP, LLC",WPUN789,463.42500,2012-02-07,A,1,0,FB6,YG,LOCKPORT
"A BEEP, LLC",WPUN789,463.45000,2012-02-07,A,1,0,FB6,YG,LOCKPORT
"A BEEP, LLC",WPXG665,463.47500,2013-01-18,A,1,0,FB6,YG,LOCKPORT
"A BEEP, LLC",WQJD698,463.51250,2008-08-02,A,1,0,FB6,YG,KANKAKEE
"A BEEP, LLC",WQJD698,463.51250,2008-08-02,A,90,0,MO6,YG,KANKAKEE
"A BEEP, LLC",WPUN789,463.52500,2012-02-07,A,1,0,FB6,YG,LOCKPORT
"A BEEP, LLC",WPUN789,463.57500,2012-02-07,A,1,0,FB6,YG,LOCKPORT
"A Beep, LLC",WQIH430,463.58750,2008-02-12,A,1,0,FB8,YG,WILMINGTON
"A Beep, LLC",WQIH430,463.58750,2008-02-12,A,90,0,MO8,YG,WILMINGTON
"A BEEP, LLC",WQHJ429,463.61250,2007-08-14,A,1,0,FB6,YG,WILMINGTON
"A BEEP, LLC",WPXG665,463.67500,2013-01-18,A,1,0,FB6,YG,LOCKPORT
"A BEEP, LLC",WPUN789,463.70000,2012-02-07,A,1,0,FB6,YG,LOCKPORT
"A BEEP, LLC",WQRE579,463.76875,2013-04-26,A,1,0,FB6,YG,SHOREWOOD
"A BEEP, LLC",WQWS938,463.76875,2015-11-10,A,1,0,FB6,YG,LOCKPORT
"A BEEP, LLC",WPXG665,463.92500,2013-01-18,A,1,0,FB6,YG,LOCKPORT
"A BEEP, LLC",WQJD698,463.93750,2008-08-02,A,1,0,FB8,YG,KANKAKEE
"A BEEP, LLC",WQJD698,463.93750,2008-08-02,A,90,0,MO8,YG,KANKAKEE
"A BEEP, LLC",WQRE579,463.94375,2013-04-26,A,1,0,FB6,YG,SHOREWOOD
"A Beep, LLC",WQIH430,463.94375,2008-02-12,A,1,0,FB6,YG,WILMINGTON
"A Beep, LLC",WQIH430,463.94375,2008-02-12,A,90,0,MO,YG,WILMINGTON
"A BEEP, LLC",WPUN789,464.30000,2012-02-07,A,1,0,FB6,YG,LOCKPORT
"A BEEP, LLC",WQHJ429,464.66250,2007-08-14,A,1,0,FB6,YG,WILMINGTON
"A BEEP, LLC",WQWS938,464.75625,2015-11-10,A,1,0,FB6,YG,LOCKPORT
"A Beep, LLC",WQIH430,464.83750,2008-02-12,A,1,0,FB6,YG,WILMINGTON
"A Beep, LLC",WQIH430,464.83750,2008-02-12,A,90,0,MO,YG,WILMINGTON
"A BEEP, LLC",WPUN789,464.85000,2012-02-07,A,1,0,FB6,YG,LOCKPORT
"A BEEP, LLC",WPUN789,466.25000,2012-02-07,A,90,0,MO,YG,LOCKPORT
"A BEEP, LLC",WQWS938,466.43125,2015-11-10,A,90,0,MO6,YG,LOCKPORT
"A Beep, LLC",WQIH430,466.43125,2008-02-12,A,90,0,MO,YG,WILMINGTON
"A BEEP, LLC",WQWS938,466.50625,2015-11-10,A,90,0,MO6,YG,LOCKPORT
"A BEEP, LLC",WQJD698,466.51250,2008-08-02,A,90,0,MO6,YG,KANKAKEE
"A BEEP, LLC",WPUN789,466.65000,2012-02-07,A,90,0,MO,YG,LOCKPORT
"A BEEP, LLC",WQHJ429,466.66250,2007-08-14,A,90,0,MO,YG,WILMINGTON
"A BEEP, LLC",WQRE579,466.66875,2013-04-26,A,90,0,MO6,YG,SHOREWOOD
"A BEEP, LLC",WQWS938,466.70625,2015-11-10,A,90,0,MO6,YG,LOCKPORT
"A BEEP, LLC",WPUN789,466.80000,2012-02-07,A,90,0,MO,YG,LOCKPORT
"A BEEP, LLC",WQJD698,467.01250,2008-08-02,A,90,0,MO6,YG,KANKAKEE
"A BEEP, LLC",WQRE579,467.03125,2013-04-26,A,90,0,MO6,YG,SHOREWOOD
"A BEEP, LLC",WPXG665,467.07500,2013-01-18,A,90,0,MO,YG,LOCKPORT
"A BEEP, LLC",WPUN789,467.12500,2012-02-07,A,90,0,MO,YG,LOCKPORT
"A BEEP, LLC",WQJD698,468.21250,2008-08-02,A,90,0,MO6,YG,KANKAKEE
"A BEEP, LLC",WPUN789,468.25000,2012-02-07,A,90,0,MO,YG,LOCKPORT
"A BEEP, LLC",WPUN789,468.30000,2012-02-07,A,90,0,MO,YG,LOCKPORT
"A BEEP, LLC",WPUN789,468.42500,2012-02-07,A,90,0,MO,YG,LOCKPORT
"A BEEP, LLC",WPUN789,468.45000,2012-02-07,A,90,0,MO,YG,LOCKPORT
"A BEEP, LLC",WPXG665,468.47500,2013-01-18,A,90,0,MO,YG,LOCKPORT
"A BEEP, LLC",WQJD698,468.51250,2008-08-02,A,90,0,MO6,YG,KANKAKEE
"A BEEP, LLC",WPUN789,468.52500,2012-02-07,A,90,0,MO,YG,LOCKPORT
"A BEEP, LLC",WPUN789,468.57500,2012-02-07,A,90,0,MO,YG,LOCKPORT
"A Beep, LLC",WQIH430,468.58750,2008-02-12,A,90,0,MO8,YG,WILMINGTON
"A BEEP, LLC",WQHJ429,468.61250,2007-08-14,A,90,0,MO,YG,WILMINGTON
"A BEEP, LLC",WPXG665,468.67500,2013-01-18,A,90,0,MO,YG,LOCKPORT
"A BEEP, LLC",WPUN789,468.70000,2012-02-07,A,90,0,MO,YG,LOCKPORT
"A BEEP, LLC",WQRE579,468.76875,2013-04-26,A,90,0,MO6,YG,SHOREWOOD
"A BEEP, LLC",WQWS938,468.76875,2015-11-10,A,90,0,MO6,YG,LOCKPORT
"A BEEP, LLC",WPXG665,468.92500,2013-01-18,A,90,0,MO,YG,LOCKPORT
"A BEEP, LLC",WQJD698,468.93750,2008-08-02,A,90,0,MO8,YG,KANKAKEE
"A BEEP, LLC",WQRE579,468.94375,2013-04-26,A,90,0,MO6,YG,SHOREWOOD
"A Beep, LLC",WQIH430,468.94375,2008-02-12,A,90,0,MO,YG,WILMINGTON
"A BEEP, LLC",WPUN789,469.30000,2012-02-07,A,90,0,MO,YG,LOCKPORT
"A BEEP, LLC",WQHJ429,469.66250,2007-08-14,A,90,0,MO,YG,WILMINGTON
"A BEEP, LLC",WQWS938,469.75625,2015-11-10,A,90,0,MO6,YG,LOCKPORT
"A Beep, LLC",WQIH430,469.83750,2008-02-12,A,90,0,MO,YG,WILMINGTON
"A BEEP, LLC",WPUN789,469.85000,2012-02-07,A,90,0,MO,YG,LOCKPORT
"A BEEP, LLC",WPRJ836,471.32500,2015-10-06,A,1,0,FB8,YG,LOCKPORT
"A BEEP, LLC",WPRJ836,471.81250,2015-10-06,A,1,0,FB6,YG,LOCKPORT
"A BEEP, LLC",WQEI309,471.90000,2016-01-13,A,1,0,FB8,YG,JOLIET
"A BEEP, LLC",WQNL308,471.90000,2011-03-11,A,1,0,FB6,IG,MOKENA
"A BEEP, LLC",WPYI940,471.92500,2013-06-20,A,1,0,FB8,YG,MOKENA
"A BEEP, LLC",WPYI940,471.95000,2013-06-20,A,1,0,FB8,YG,MOKENA
"A BEEP, LLC",WQEI309,472.20000,2016-01-13,A,1,0,FB8,YG,JOLIET
"A BEEP, LLC",WQEI309,472.25000,2016-01-13,A,1,0,FB8,YG,JOLIET
"A BEEP, LLC",KZZ476,472.26250,2012-08-14,A,1,0,FB2,IG,LOCKPORT
"A BEEP, LLC",WPRJ836,472.35000,2015-10-06,A,1,0,FB8,YG,LOCKPORT
"A BEEP, LLC",WQEI309,472.45000,2016-01-13,A,1,0,FB8,YG,JOLIET
"A BEEP, LLC",WQNR856,472.51250,2011-05-03,A,1,0,FB6,IG,MOKENA
"A BEEP, LLC",WQHF981,472.55000,2007-07-20,A,1,0,FB6,IG,WILMINGTON
"A BEEP, LLC",WQHF981,472.55000,2007-07-20,A,90,0,MO,IG,WILMINGTON
"A BEEP, LLC",WPRJ836,472.65000,2015-10-06,A,1,0,FB8,YG,LOCKPORT
"A BEEP, LLC",WPYI940,472.77500,2013-06-20,A,1,0,FB8,YG,MOKENA
"A BEEP, LLC",WPYI940,472.80000,2013-06-20,A,1,0,FB8,YG,MOKENA
"A BEEP, LLC",WPRJ836,474.32500,2015-10-06,A,90,0,MO8,YG,LOCKPORT
"A BEEP, LLC",WPRJ836,474.81250,2015-10-06,A,50,0,MO6,YG,LOCKPORT
"A BEEP, LLC",WQEI309,474.90000,2016-01-13,A,90,0,MO8,YG,JOLIET
"A BEEP, LLC",WQNL308,474.90000,2011-03-11,A,90,0,MO,IG,MOKENA
"A BEEP, LLC",WPYI940,474.92500,2013-06-20,A,360,0,MO8,YG,MOKENA
"A BEEP, LLC",WPYI940,474.95000,2013-06-20,A,360,0,MO8,YG,MOKENA
"A BEEP, LLC",WQEI309,475.20000,2016-01-13,A,90,0,MO8,YG,JOLIET
"A BEEP, LLC",WQEI309,475.25000,2016-01-13,A,90,0,MO8,YG,JOLIET
"A BEEP, LLC",KZZ476,475.26250,2012-08-14,A,1,0,FX1,IG,LOCKPORT
"A BEEP, LLC",KZZ476,475.26250,2012-08-14,A,149,0,MO,IG,LOCKPORT
"A BEEP, LLC",WPRJ836,475.35000,2015-10-06,A,90,0,MO8,YG,LOCKPORT
"A BEEP, LLC",WQEI309,475.45000,2016-01-13,A,90,0,MO8,YG,JOLIET
"A BEEP, LLC",WQNR856,475.51250,2011-05-03,A,90,0,MO,IG,MOKENA
"A BEEP, LLC",WQHF981,475.55000,2007-07-20,A,90,0,MO,IG,WILMINGTON
"A BEEP, LLC",WPRJ836,475.65000,2015-10-06,A,90,0,MO8,YG,LOCKPORT
"A BEEP, LLC",WPYI940,475.77500,2013-06-20,A,360,0,MO8,YG,MOKENA
"A BEEP, LLC",WPYI940,475.80000,2013-06-20,A,360,0,MO8,YG,MOKENA
Aclara Technologies LLC,WPXI742,451.78750,2013-08-26,A,5000,0,MO,IG,ELWOOD
Aclara Technologies LLC,WQLY922,462.23750,2010-06-02,A,32000,0,MO,IG,PLAINFIELD
ADVENTIST BOLINGBROOK HOSPITAL,WQLE307,155.28000,2009-12-23,A,1,0,FB,PW,BOLINGBROOK
ADVENTIST BOLINGBROOK HOSPITAL,WQLE307,155.28000,2009-12-23,A,5,0,MO,PW,BOLINGBROOK
ADVENTIST BOLINGBROOK HOSPITAL,WQLE307,155.34000,2009-12-23,A,1,0,FB,PW,BOLINGBROOK
ADVENTIST BOLINGBROOK HOSPITAL,WQLE307,155.34000,2009-12-23,A,5,0,MO,PW,BOLINGBROOK
ADVENTIST BOLINGBROOK HOSPITAL,WQOV528,464.82500,2012-02-09,A,37,0,MO,IG,BOLINGBROOK
ADVENTIST BOLINGBROOK HOSPITAL,WQOV528,464.82500,2012-02-09,A,1,200,FB2,IG,BOLINGBROOK
ADVENTIST BOLINGBROOK HOSPITAL,WQLA530,464.88750,2009-11-12,A,1,0,FB2,IG,BOLINGBROOK
ADVENTIST BOLINGBROOK HOSPITAL,WQLA530,464.88750,2009-11-12,A,50,0,MO,IG,BOLINGBROOK
ADVENTIST BOLINGBROOK HOSPITAL,WQOV528,469.82500,2012-02-09,A,37,0,MO,IG,BOLINGBROOK
ADVENTIST BOLINGBROOK HOSPITAL,WQLA530,469.88750,2009-11-12,A,50,0,MO,IG,BOLINGBROOK
AHW LLC,WQOX297,461.53750,2012-02-22,A,1,0,FB,IG,Elwood
AHW LLC,WQOX297,461.53750,2012-02-22,A,5,0,MO,IG,Elwood
AHW LLC,WQOX297,461.56250,2012-02-22,A,5,0,MO,IG,Elwood
AHW LLC,WQOX297,461.56250,2012-02-22,A,1,0,FB,IG,Elwood
AHW LLC,WQOX297,462.06250,2012-02-22,A,5,0,MO,IG,Elwood
AHW LLC,WQOX297,462.06250,2012-02-22,A,1,0,FB,IG,Elwood
AHW LLC,WQOX297,463.97500,2012-02-22,A,5,0,MO,IG,Elwood
AHW LLC,WQOX297,463.97500,2012-02-22,A,1,0,FB,IG,Elwood
AHW LLC,WQOX297,463.98750,2012-02-22,A,5,0,MO,IG,Elwood
AHW LLC,WQOX297,463.98750,2012-02-22,A,1,0,FB,IG,Elwood
AHW LLC,WQOX297,464.63750,2012-02-22,A,5,0,MO,IG,Elwood
AHW LLC,WQOX297,464.63750,2012-02-22,A,1,0,FB,IG,Elwood
Air Products & Chemicals Inc.,WQDY390,452.43750,2015-09-12,A,1,0,FB2,IG,Channahon
Air Products & Chemicals Inc.,WQDY390,452.43750,2015-09-12,A,18,0,MO,IG,Channahon
Air Products & Chemicals Inc.,WQDY390,457.43750,2015-09-12,A,1,0,FX1,IG,Channahon
Air Products & Chemicals Inc.,WQDY390,457.43750,2015-09-12,A,18,0,MO,IG,Channahon
Air Products & Chemicals Inc.,WQDY390,461.02500,2015-09-12,A,1,0,FB2,IG,Channahon
Air Products & Chemicals Inc.,WQDY390,461.02500,2015-09-12,A,18,0,MO,IG,Channahon
Air Products & Chemicals Inc.,WQDY390,461.38750,2015-09-12,A,18,0,MO,IG,Channahon
Air Products & Chemicals Inc.,WQDY390,461.41250,2015-09-12,A,18,0,MO,IG,Channahon
Air Products & Chemicals Inc.,WQDY390,461.51250,2015-09-12,A,18,0,MO,IG,Channahon
Air Products & Chemicals Inc.,WQDY390,461.58750,2015-09-12,A,1,0,FB2,IG,Channahon
Air Products & Chemicals Inc.,WQDY390,461.58750,2015-09-12,A,18,0,MO,IG,Channahon
Air Products & Chemicals Inc.,WQDY390,464.46250,2015-09-12,A,18,0,MO,IG,Channahon
Air Products & Chemicals Inc.,WQDY390,464.58750,2015-09-12,A,18,0,MO,IG,Channahon
Air Products & Chemicals Inc.,WQDY390,466.02500,2015-09-12,A,1,0,FX1,IG,Channahon
Air Products & Chemicals Inc.,WQDY390,466.02500,2015-09-12,A,18,0,MO,IG,Channahon
Air Products & Chemicals Inc.,WQDY390,466.58750,2015-09-12,A,1,0,FX1,IG,Channahon
Air Products & Chemicals Inc.,WQDY390,466.58750,2015-09-12,A,18,0,MO,IG,Channahon
ALL AMERICAN RECYCLING,WQTS428,466.05000,2014-04-02,A,25,0,MO,IG,JOLIET
ALL AMERICAN RECYCLING,WQTS428,466.05000,2014-04-02,A,30,0,MO,IG,JOLIET
ALL AMERICAN RECYCLING,WQTS428,466.07500,2014-04-02,A,25,0,MO,IG,JOLIET
ALL AMERICAN RECYCLING,WQTS428,466.07500,2014-04-02,A,30,0,MO,IG,JOLIET
ALL AMERICAN RECYCLING,WQTS428,466.12500,2014-04-02,A,25,0,MO,IG,JOLIET
ALL AMERICAN RECYCLING,WQTS428,466.12500,2014-04-02,A,30,0,MO,IG,JOLIET
ALL AMERICAN RECYCLING,WQTS428,466.15000,2014-04-02,A,25,0,MO,IG,JOLIET
ALL AMERICAN RECYCLING,WQTS428,466.15000,2014-04-02,A,30,0,MO,IG,JOLIET
ALL AMERICAN RECYCLING,WQTS428,466.17500,2014-04-02,A,25,0,MO,IG,JOLIET
ALL AMERICAN RECYCLING,WQTS428,466.17500,2014-04-02,A,30,0,MO,IG,JOLIET
ALLIANCE SPECIALTY TRADES INC,WQSE530,468.27500,2013-09-10,A,25,0,MO,IG,Romeoville
ALLIANCE SPECIALTY TRADES INC,WQSE530,468.53750,2013-09-10,A,25,0,MO,IG,Romeoville
ALLIED AIR ENTERPRISES,WQQT411,466.58750,2013-02-27,A,50,0,MO,IG,ROMEOVILLE
ALLIED AIR ENTERPRISES,WQQT411,467.16250,2013-02-27,A,50,0,MO,IG,ROMEOVILLE
ALLIED AIR ENTERPRISES,WQQT411,468.88750,2013-02-27,A,50,0,MO,IG,ROMEOVILLE
ALLIED AIR ENTERPRISES,WQQT411,469.93750,2013-02-27,A,50,0,MO,IG,ROMEOVILLE
ALPHA PRIME WIRELESS COMMUNICATIONS,WPED653,461.46250,2013-11-21,A,170,0,MO6,IG,
ALPHA PRIME WIRELESS COMMUNICATIONS,WPED653,461.56250,2013-11-21,A,170,0,MO6,IG,
ALPHA PRIME WIRELESS COMMUNICATIONS,WPED653,462.11250,2013-11-21,A,170,0,MO6,IG,
ALPHA PRIME WIRELESS COMMUNICATIONS,WPED653,464.31250,2013-11-21,A,170,0,MO6,IG,
ALPHA PRIME WIRELESS COMMUNICATIONS,WPED653,466.46250,2013-11-21,A,170,0,MO6,IG,
ALPHA PRIME WIRELESS COMMUNICATIONS,WPED653,466.56250,2013-11-21,A,170,0,MO6,IG,
ALPHA PRIME WIRELESS COMMUNICATIONS,WPED653,467.11250,2013-11-21,A,170,0,MO6,IG,
ALPHA PRIME WIRELESS COMMUNICATIONS,WPED653,469.31250,2013-11-21,A,170,0,MO6,IG,
AMAZON.COM - MDW2,WQWC790,456.78750,2015-07-20,A,300,0,MO,IG,JOLIET
AMAZON.COM - MDW2,WQWC790,457.36250,2015-07-20,A,300,0,MO,IG,JOLIET
AMAZON.COM - MDW2,WQWC790,457.38750,2015-07-20,A,300,0,MO,IG,JOLIET
AMAZON.COM - MDW2,WQWC790,466.41250,2015-07-20,A,300,0,MO,IG,JOLIET
AMAZON.COM - MDW2,WQWC790,466.51250,2015-07-20,A,300,0,MO,IG,JOLIET
AMAZON.COM - MDW2,WQWC790,466.58750,2015-07-20,A,300,0,MO,IG,JOLIET
AMAZON.COM - MDW2,WQWC790,466.83750,2015-07-20,A,300,0,MO,IG,JOLIET
AMAZON.COM - MDW2,WQWC790,468.31250,2015-07-20,A,300,0,MO,IG,JOLIET
AMAZON.COM - MDW2,WQWC790,468.51250,2015-07-20,A,300,0,MO,IG,JOLIET
AMAZON.COM - MDW2,WQWC790,469.26250,2015-07-20,A,300,0,MO,IG,JOLIET
AMAZON.COM - MDW2,WQWC790,469.28750,2015-07-20,A,300,0,MO,IG,JOLIET
AMAZON.COM - MDW2,WQWC790,469.41250,2015-07-20,A,300,0,MO,IG,JOLIET
AMAZON.COM - MDW2,WQWC790,469.58750,2015-07-20,A,300,0,MO,IG,JOLIET
AMAZON.COM - MDW2,WQWC790,469.61250,2015-07-20,A,300,0,MO,IG,JOLIET
AMAZON.COM - MDW2,WQWC790,469.68750,2015-07-20,A,300,0,MO,IG,JOLIET
"AMELIACO, INC.",WQHM350,464.01250,2007-09-06,A,20,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,464.03750,2007-09-06,A,20,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,464.06250,2007-09-06,A,20,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,464.08750,2007-09-06,A,20,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,464.11250,2007-09-06,A,20,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,464.13750,2007-09-06,A,20,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,464.16250,2007-09-06,A,20,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,464.18750,2007-09-06,A,20,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,464.21250,2007-09-06,A,20,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,464.23750,2007-09-06,A,20,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,464.26250,2007-09-06,A,20,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,464.28750,2007-09-06,A,20,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,464.31250,2007-09-06,A,20,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,464.33750,2007-09-06,A,20,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,464.36250,2007-09-06,A,20,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,464.38750,2007-09-06,A,20,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,469.01250,2007-09-06,A,9,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,469.03750,2007-09-06,A,9,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,469.06250,2007-09-06,A,9,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,469.08750,2007-09-06,A,9,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,469.11250,2007-09-06,A,9,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,469.13750,2007-09-06,A,9,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,469.16250,2007-09-06,A,9,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,469.18750,2007-09-06,A,9,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,469.21250,2007-09-06,A,9,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,469.23750,2007-09-06,A,9,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,469.26250,2007-09-06,A,9,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,469.28750,2007-09-06,A,9,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,469.31250,2007-09-06,A,9,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,469.33750,2007-09-06,A,9,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,469.36250,2007-09-06,A,9,0,MO,IG,PEOTONE
"AMELIACO, INC.",WQHM350,469.38750,2007-09-06,A,9,0,MO,IG,PEOTONE
