Entity,Callsign,Frequency,Granted,Stat,Units,Pag,Code,Svc,City
"ESP Wireless Technology Group, Inc.",KAT277,475.96250,2010-08-20,A,233,0,MO,IG,AURORA
"ESP Wireless Technology Group, Inc.",KAT277,475.96250,2010-08-20,A,90,0,MO,IG,AURORA
"ESP Wireless Technology Group, Inc.",WIM226,475.98750,2010-12-11,A,14,0,FX1T,IG,AURORA
"ESP Wireless Technology Group, Inc.",WIM226,475.98750,2010-12-11,A,72,0,MO,IG,AURORA
"ESP WIRELESS TECHNOLOGY GROUP, INC.",KNNK875,896.00000,2010-12-01,A,2,0,FX1,YS,GENEVA
"ESP WIRELESS TECHNOLOGY GROUP, INC.",KNNK875,896.00000,2010-12-01,A,10,0,FX1T,YS,GENEVA
"ESP WIRELESS TECHNOLOGY GROUP, INC.",KNNK875,896.00000,2010-12-01,A,200,0,MO,YS,GENEVA
"ESP Wireless Technology Group, Inc.",WPML271,896.23750,2013-06-19,A,1,0,FX1,GU,Aurora
"ESP Wireless Technology Group, Inc.",WPML271,896.23750,2013-06-19,A,75,0,MO,GU,Aurora
"ESP Wireless Technology Group, Inc.",WQHK844,897.73750,2010-12-11,A,1,0,FX1,GU,GENEVA
"ESP Wireless Technology Group, Inc.",WQHK844,897.73750,2010-12-11,A,131,0,MO,GU,GENEVA
"ESP Wireless Technology Group, Inc.",WQHK844,897.73750,2010-12-11,A,70,0,MO,GU,GENEVA
"ESP Wireless Technology Group, Inc.",WPML271,900.43750,2013-06-19,A,75,0,MO,GU,Aurora
"ESP Wireless Technology Group, Inc.",WPML271,935.23750,2013-06-19,A,1,0,FB2,GU,Aurora
"ESP Wireless Technology Group, Inc.",WQHK844,936.73750,2010-12-11,A,1,0,FB2,GU,GENEVA
"ESP WIRELESS TECHNOLOGY GROUP, INC.",KNNK875,938.72500,2010-12-01,A,1,0,FB2,YS,GENEVA
"ESP Wireless Technology Group, Inc.",WPML271,939.43750,2013-06-19,A,1,0,FB2,GU,Aurora
"Exelon Generation Company, LLC",WNWY533,153.41000,2011-07-12,A,70,0,MO,IG,BLOOMINGDALE
"Exelon Generation Company, LLC",WNWY533,153.41000,2011-07-12,A,1,0,FB2,IG,BLOOMINGDALE
"Exelon Generation Company, LLC",WNWY533,153.45500,2011-07-12,A,15,0,MO,IG,BLOOMINGDALE
"Exelon Generation Company, LLC",WNWY533,153.53000,2011-07-12,A,15,0,MO,IG,BLOOMINGDALE
"Exelon Generation Company, LLC",WNWY533,158.13000,2011-07-12,A,20,0,MO,IG,BLOOMINGDALE
"Exelon Generation Company, LLC",WNWY533,158.13000,2011-07-12,A,15,0,MO,IG,BLOOMINGDALE
"Exelon Generation Company, LLC",WNWY533,158.19000,2011-07-12,A,15,0,MO,IG,BLOOMINGDALE
"Exelon Generation Company, LLC",WNWY533,158.20500,2011-07-12,A,50,0,MO,IG,BLOOMINGDALE
"Exelon Generation Company, LLC",WNWY533,158.20500,2011-07-12,A,70,0,MO,IG,BLOOMINGDALE
"Exelon Generation Company, LLC",WNCL915,217.97500,2012-01-21,A,1,0,FB2,IG,WAYNE
"Exelon Generation Company, LLC",WNCL915,217.97500,2012-01-21,A,25,0,MO,IG,WAYNE
"Exelon Generation Company, LLC",WNCL915,219.97500,2012-01-21,A,25,0,MO,IG,WAYNE
"Exelon Generation Company, LLC",WNWY533,456.56250,2011-07-12,A,5,0,MO,IG,BLOOMINGDALE
FEDEX FREIGHT EAST,WPSK891,903.00000,2011-05-24,A,2,0,LR,LN,AURORA
FEDEX FREIGHT EAST,WPSK891,903.00000,2011-05-24,A,2,0,LR,LN,ELMHURST
FEDEX FREIGHT EAST,WPSK891,913.75000,2011-05-24,A,2,0,LR,LN,AURORA
FEDEX FREIGHT EAST,WPSK891,913.75000,2011-05-24,A,2,0,LR,LN,ELMHURST
FEDEX FREIGHT EAST,WPSK891,917.75000,2011-05-24,A,2,0,LR,LN,AURORA
FEDEX FREIGHT EAST,WPSK891,917.75000,2011-05-24,A,2,0,LR,LN,ELMHURST
FEDEX FREIGHT EAST,WPSK891,918.75000,2011-05-24,A,2,0,LR,LN,AURORA
FEDEX FREIGHT EAST,WPSK891,918.75000,2011-05-24,A,2,0,LR,LN,ELMHURST
FENTON HIGH SCHOOL DISTRICT 100,KNJW983,155.29500,2014-06-17,A,1,0,FB,PW,BENSENVILLE
FENTON HIGH SCHOOL DISTRICT 100,KNJW983,155.29500,2014-06-17,A,30,0,MO,PW,BENSENVILLE
FENTON HIGH SCHOOL DISTRICT 100,WQTN615,461.90000,2014-03-12,A,1,0,FB2,IG,BENSENVILLE
FENTON HIGH SCHOOL DISTRICT 100,WQTN615,461.90000,2014-03-12,A,40,0,MO,IG,BENSENVILLE
FENTON HIGH SCHOOL DISTRICT 100,WQTN615,464.42500,2014-03-12,A,1,0,FB2,IG,BENSENVILLE
FENTON HIGH SCHOOL DISTRICT 100,WQTN615,464.42500,2014-03-12,A,40,0,MO,IG,BENSENVILLE
FENTON HIGH SCHOOL DISTRICT 100,WQTN615,466.90000,2014-03-12,A,40,0,MO,IG,BENSENVILLE
FENTON HIGH SCHOOL DISTRICT 100,WQTN615,469.42500,2014-03-12,A,40,0,MO,IG,BENSENVILLE
FIC AMERICA,WQIV652,451.58750,2008-05-28,A,25,0,MO,IG,CAROL STREAM
FIC AMERICA,WQIV652,451.61250,2008-05-28,A,25,0,MO,IG,CAROL STREAM
FIC AMERICA,WQIV652,456.41250,2008-05-28,A,25,0,MO,IG,CAROL STREAM
FIC AMERICA,WQIV652,456.68750,2008-05-28,A,25,0,MO,IG,CAROL STREAM
FIC AMERICA,WQIV652,457.06250,2008-05-28,A,25,0,MO,IG,CAROL STREAM
FIC AMERICA,WQIV652,457.08750,2008-05-28,A,25,0,MO,IG,CAROL STREAM
"FIRE & SECURITY SYSTEMS, INC.",WPKL271,465.91250,2012-01-18,A,4000,0,MO,IG,
FIRESIDE WEST L P,KNBE453,464.47500,2011-11-21,A,1,0,FB,IG,LISLE
FIRESIDE WEST L P,KNBE453,464.47500,2011-11-21,A,4,0,MO,IG,LISLE
"FIRST ILR, LLC DBA INDIAN LAKES RESORT INC",WPWC468,461.41250,2012-08-18,A,25,0,MO,IG,BLOOMINGDALE
"FIRST ILR, LLC DBA INDIAN LAKES RESORT INC",WPWC468,463.88750,2012-08-18,A,25,0,MO,IG,BLOOMINGDALE
"FIRST ILR, LLC DBA INDIAN LAKES RESORT INC",WPWC468,466.41250,2012-08-18,A,25,0,MO,IG,BLOOMINGDALE
"FIRST ILR, LLC DBA INDIAN LAKES RESORT INC",WPWC468,468.88750,2012-08-18,A,25,0,MO,IG,BLOOMINGDALE
FIRST STUDENT INC,KXZ278,155.20500,2014-08-08,A,1,0,FB,PW,ROSELLE
FIRST STUDENT INC,KXZ278,155.20500,2014-08-08,A,320,0,MO,PW,ROSELLE
FIRST STUDENT INC,WPUC550,451.32500,2012-03-28,A,1,0,FB2,YG,Darien
First Student Inc,WPUA366,451.93750,2012-03-02,A,2,0,FB2,IG,Carol Stream
FIRST STUDENT INC,WPUC550,452.00000,2012-03-28,A,1,0,FB2,YG,Darien
FIRST STUDENT INC,WPUC550,452.23750,2012-03-28,A,1,0,FB2,YG,Darien
First Student Inc,WPUA366,452.97500,2012-03-02,A,2,0,FB2,IG,Carol Stream
FIRST STUDENT INC,WPUC550,453.00000,2012-03-28,A,1,0,FB2,YG,Darien
FIRST STUDENT INC,WPUC550,456.32500,2012-03-28,A,200,0,MO,YG,Darien
First Student Inc,WPUA366,456.93750,2012-03-02,A,195,0,MO,IG,Carol Stream
FIRST STUDENT INC,WPUC550,457.00000,2012-03-28,A,200,0,MO,YG,Darien
FIRST STUDENT INC,WPUC550,457.23750,2012-03-28,A,200,0,MO,YG,Darien
First Student Inc,WPUA366,457.97500,2012-03-02,A,195,0,MO,IG,Carol Stream
FIRST STUDENT INC,WPUC550,458.00000,2012-03-28,A,200,0,MO,YG,Darien
First Student Inc,WPUA364,461.07500,2012-03-02,A,1,0,FB2,IG,Aurora
First Student Inc,WPUP635,464.25000,2012-05-22,A,1,0,FB2,IG,Aurora
First Student Inc,WPUP635,464.25000,2012-05-22,A,200,0,MO,IG,Aurora
First Student Inc,WPUA364,466.07500,2012-03-02,A,175,0,MO,IG,Aurora
First Student Inc,WPUP635,469.25000,2012-05-22,A,200,0,MO,IG,Aurora
First Student Inc,WPWK635,477.33750,2013-05-10,A,1,0,FB2,IG,Naperville
First Student Inc,WPWK635,477.82500,2013-05-10,A,1,0,FB2,IG,Naperville
First Student Inc,WPWK635,477.88750,2013-05-10,A,1,0,FB2,IG,Naperville
First Student Inc,WPWK635,477.91250,2013-05-10,A,1,0,FB2,IG,Naperville
First Student Inc,WPWK635,478.58750,2013-05-10,A,1,0,FB2,IG,Naperville
First Student Inc,WPWK635,480.33750,2013-05-10,A,90,0,MO,IG,Naperville
First Student Inc,WPWK635,480.82500,2013-05-10,A,90,0,MO,IG,Naperville
First Student Inc,WPWK635,480.88750,2013-05-10,A,90,0,MO,IG,Naperville
First Student Inc,WPWK635,480.91250,2013-05-10,A,90,0,MO,IG,Naperville
First Student Inc,WPWK635,481.58750,2013-05-10,A,90,0,MO,IG,Naperville
First Student Inc,WPIT844,809.41250,2015-10-27,A,4,0,FX1,GB,CAROL STREAM
First Student Inc,WPIT844,809.41250,2015-10-27,A,220,0,MO,GB,CAROL STREAM
First Student Inc,KNGL509,810.31250,2013-02-28,A,3,0,FX1,GB,WHEATON
First Student Inc,KNGL509,810.31250,2013-02-28,A,150,0,MO,GB,WHEATON
First Student Inc,KNGL509,810.31250,2013-02-28,A,3,0,FX1,GB,CAROL STREAM
First Student Inc,KNGL509,810.31250,2013-02-28,A,150,0,MO,GB,CAROL STREAM
First Student Inc,WPIT844,854.41250,2015-10-27,A,1,0,FB2,GB,CAROL STREAM
First Student Inc,KNGL509,855.31250,2013-02-28,A,1,0,FB2,GB,WHEATON
First Student Inc,KNGL509,855.31250,2013-02-28,A,1,0,FB2,GB,CAROL STREAM
FLAVORCHEM CORPORATION,WQSD842,451.71250,2013-09-06,A,10,0,MO,IG,DOWNERS GROVE
FLAVORCHEM CORPORATION,WQSD842,451.71250,2013-09-06,A,10,0,MO,IG,
FLAVORCHEM CORPORATION,WQSD842,452.06250,2013-09-06,A,10,0,MO,IG,DOWNERS GROVE
FLAVORCHEM CORPORATION,WQSD842,452.06250,2013-09-06,A,10,0,MO,IG,
FLAVORCHEM CORPORATION,WQSD842,463.30000,2013-09-06,A,1,0,FB2,IG,DOWNERS GROVE
FLAVORCHEM CORPORATION,WQSD842,463.30000,2013-09-06,A,10,0,MO,IG,DOWNERS GROVE
FLAVORCHEM CORPORATION,WQSD842,463.30000,2013-09-06,A,1,0,FB2,IG,
FLAVORCHEM CORPORATION,WQSD842,463.30000,2013-09-06,A,10,0,MO,IG,
FLAVORCHEM CORPORATION,WQSD842,468.30000,2013-09-06,A,1,0,FX1,IG,DOWNERS GROVE
FLAVORCHEM CORPORATION,WQSD842,468.30000,2013-09-06,A,10,0,MO,IG,DOWNERS GROVE
FLAVORCHEM CORPORATION,WQSD842,468.30000,2013-09-06,A,1,0,FX1,IG,
FLAVORCHEM CORPORATION,WQSD842,468.30000,2013-09-06,A,10,0,MO,IG,
FLEET MAINTENANCE,WQRT994,463.80000,2013-07-26,A,1,0,FB2,IG,AURORA
FLEET MAINTENANCE,WQRT994,468.80000,2013-07-26,A,15,0,MO,IG,AURORA
FLO RITE PRODUCTS,WQTE940,463.76250,2014-01-18,A,50,0,MO,IG,ELK GROVE VIL
FLO RITE PRODUCTS,WQTE940,463.78750,2014-01-18,A,50,0,MO,IG,ELK GROVE VIL
FLO RITE PRODUCTS,WQTE940,463.83750,2014-01-18,A,50,0,MO,IG,ELK GROVE VIL
FLO RITE PRODUCTS,WQTE940,463.88750,2014-01-18,A,50,0,MO,IG,ELK GROVE VIL
FLO RITE PRODUCTS,WQTE940,463.93750,2014-01-18,A,50,0,MO,IG,ELK GROVE VIL
FLO RITE PRODUCTS,WQTE940,468.76250,2014-01-18,A,50,0,MO,IG,ELK GROVE VIL
FLO RITE PRODUCTS,WQTE940,468.78750,2014-01-18,A,50,0,MO,IG,ELK GROVE VIL
FLO RITE PRODUCTS,WQTE940,468.83750,2014-01-18,A,50,0,MO,IG,ELK GROVE VIL
FLO RITE PRODUCTS,WQTE940,468.88750,2014-01-18,A,50,0,MO,IG,ELK GROVE VIL
FLO RITE PRODUCTS,WQTE940,468.93750,2014-01-18,A,50,0,MO,IG,ELK GROVE VIL
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,31.78000,2011-07-16,A,90,0,MO,PW,WEST CHICAGO
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,31.78000,2011-07-16,A,90,0,MO,PW,DOWNERS GROVE
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,31.78000,2011-07-16,A,90,0,MO,PW,GLEN ELLYN
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,31.78000,2011-07-16,A,90,0,MO,PW,LOMBARD
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,31.82000,2011-07-16,A,90,0,MO,PW,WEST CHICAGO
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,31.82000,2011-07-16,A,1,0,FB,PW,DOWNERS GROVE
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,31.82000,2011-07-16,A,90,0,MO,PW,DOWNERS GROVE
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,31.82000,2011-07-16,A,1,0,FB,PW,GLEN ELLYN
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,31.82000,2011-07-16,A,90,0,MO,PW,GLEN ELLYN
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,31.82000,2011-07-16,A,1,0,FB,PW,LOMBARD
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,31.82000,2011-07-16,A,90,0,MO,PW,LOMBARD
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,31.82000,2011-07-16,A,1,0,FB,PW,WEST CHICAGO
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,31.86000,2011-07-16,A,90,0,MO,PW,WEST CHICAGO
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,31.86000,2011-07-16,A,90,0,MO,PW,DOWNERS GROVE
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,31.86000,2011-07-16,A,90,0,MO,PW,GLEN ELLYN
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,31.86000,2011-07-16,A,90,0,MO,PW,LOMBARD
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,151.25000,2011-07-16,A,60,0,MO,PW,WEST CHICAGO
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,151.25000,2011-07-16,A,60,0,MO,PW,DOWNERS GROVE
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,151.25000,2011-07-16,A,60,0,MO,PW,GLEN ELLYN
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,151.25000,2011-07-16,A,60,0,MO,PW,LOMBARD
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,151.32500,2011-07-16,A,1,0,FB2,PW,WEST CHICAGO
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,151.32500,2011-07-16,A,1,0,FB,PW,DOWNERS GROVE
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,151.32500,2011-07-16,A,90,0,MO,PW,WEST CHICAGO
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,151.32500,2011-07-16,A,1,0,FB2,PW,DOWNERS GROVE
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,151.32500,2011-07-16,A,1,0,FB,PW,GLEN ELLYN
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,151.32500,2011-07-16,A,1,0,FB2,PW,GLEN ELLYN
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,151.32500,2011-07-16,A,90,0,MO,PW,DOWNERS GROVE
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,151.32500,2011-07-16,A,1,0,FB,PW,LOMBARD
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,151.32500,2011-07-16,A,90,0,MO,PW,GLEN ELLYN
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,151.32500,2011-07-16,A,1,0,FB2,PW,LOMBARD
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,151.32500,2011-07-16,A,90,0,MO,PW,LOMBARD
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,151.32500,2011-07-16,A,1,0,FB,PW,WEST CHICAGO
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,159.42000,2011-07-16,A,1,0,FB2,PW,WEST CHICAGO
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,159.42000,2011-07-16,A,90,0,MO,PW,WEST CHICAGO
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,159.42000,2011-07-16,A,1,0,FB2,PW,DOWNERS GROVE
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,159.42000,2011-07-16,A,1,0,FB2,PW,GLEN ELLYN
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,159.42000,2011-07-16,A,90,0,MO,PW,DOWNERS GROVE
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,159.42000,2011-07-16,A,90,0,MO,PW,GLEN ELLYN
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,159.42000,2011-07-16,A,1,0,FB2,PW,LOMBARD
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,159.42000,2011-07-16,A,90,0,MO,PW,LOMBARD
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,159.43500,2011-07-16,A,1,0,FX1,PW,DOWNERS GROVE
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,159.43500,2011-07-16,A,90,0,MO,PW,WEST CHICAGO
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,159.43500,2011-07-16,A,1,0,FX1,PW,GLEN ELLYN
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,159.43500,2011-07-16,A,90,0,MO,PW,DOWNERS GROVE
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,159.43500,2011-07-16,A,1,0,FX1,PW,LOMBARD
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,159.43500,2011-07-16,A,90,0,MO,PW,GLEN ELLYN
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,159.43500,2011-07-16,A,90,0,MO,PW,LOMBARD
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,KNED362,159.43500,2011-07-16,A,1,0,FX1,PW,WEST CHICAGO
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,451.18750,2013-11-08,A,40,0,MO,IG,
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,451.18750,2013-11-08,A,40,0,MO,IG,WOOD DALE
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,451.18750,2013-11-08,A,1,0,FB2,IG,ADDISON
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,451.18750,2013-11-08,A,1,0,FB2,IG,WESTMONT
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,451.18750,2013-11-08,A,40,0,MO,IG,ADDISON
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,451.18750,2013-11-08,A,40,0,MO,IG,WESTMONT
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,451.18750,2013-11-08,A,1,0,FB2,IG,
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,451.18750,2013-11-08,A,1,0,FB2,IG,WOOD DALE
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,452.72500,2013-11-08,A,40,0,MO,IG,
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,452.72500,2013-11-08,A,40,0,MO,IG,WOOD DALE
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,452.72500,2013-11-08,A,1,0,FB2,IG,ADDISON
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,452.72500,2013-11-08,A,1,0,FB2,IG,WESTMONT
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,452.72500,2013-11-08,A,40,0,MO,IG,ADDISON
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,452.72500,2013-11-08,A,40,0,MO,IG,WESTMONT
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,452.72500,2013-11-08,A,1,0,FB2,IG,
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,452.72500,2013-11-08,A,1,0,FB2,IG,WOOD DALE
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,456.18750,2013-11-08,A,40,0,MO,IG,WOOD DALE
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,456.18750,2013-11-08,A,5,0,FX1,IG,ADDISON
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,456.18750,2013-11-08,A,5,0,FX1,IG,WESTMONT
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,456.18750,2013-11-08,A,40,0,MO,IG,ADDISON
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,456.18750,2013-11-08,A,40,0,MO,IG,WESTMONT
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,456.18750,2013-11-08,A,5,0,FX1,IG,
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,456.18750,2013-11-08,A,5,0,FX1,IG,WOOD DALE
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,456.18750,2013-11-08,A,40,0,MO,IG,
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,457.72500,2013-11-08,A,5,0,FX1,IG,WOOD DALE
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,457.72500,2013-11-08,A,40,0,MO,IG,
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,457.72500,2013-11-08,A,40,0,MO,IG,WOOD DALE
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,457.72500,2013-11-08,A,5,0,FX1,IG,ADDISON
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,457.72500,2013-11-08,A,5,0,FX1,IG,WESTMONT
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,457.72500,2013-11-08,A,40,0,MO,IG,ADDISON
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,457.72500,2013-11-08,A,40,0,MO,IG,WESTMONT
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,457.72500,2013-11-08,A,5,0,FX1,IG,
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,464.06250,2013-11-08,A,40,0,MO,IG,
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,464.06250,2013-11-08,A,40,0,MO,IG,WOOD DALE
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,464.06250,2013-11-08,A,1,0,FB,IG,ADDISON
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,464.06250,2013-11-08,A,1,0,FB,IG,WESTMONT
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,464.06250,2013-11-08,A,40,0,MO,IG,ADDISON
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,464.06250,2013-11-08,A,40,0,MO,IG,WESTMONT
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,464.06250,2013-11-08,A,1,0,FB,IG,
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,464.06250,2013-11-08,A,1,0,FB,IG,WOOD DALE
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,466.30000,2013-11-08,A,60,0,MO,IG,
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,466.30000,2013-11-08,A,60,0,MO,IG,WOOD DALE
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,466.30000,2013-11-08,A,60,0,MO,IG,ADDISON
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,466.30000,2013-11-08,A,60,0,MO,IG,WESTMONT
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,466.32500,2013-11-08,A,60,0,MO,IG,
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,466.32500,2013-11-08,A,60,0,MO,IG,WOOD DALE
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,466.32500,2013-11-08,A,60,0,MO,IG,ADDISON
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,466.32500,2013-11-08,A,60,0,MO,IG,WESTMONT
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,466.35000,2013-11-08,A,60,0,MO,IG,
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,466.35000,2013-11-08,A,60,0,MO,IG,WOOD DALE
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,466.35000,2013-11-08,A,60,0,MO,IG,ADDISON
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,466.35000,2013-11-08,A,60,0,MO,IG,WESTMONT
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,466.37500,2013-11-08,A,60,0,MO,IG,
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,466.37500,2013-11-08,A,60,0,MO,IG,WOOD DALE
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,466.37500,2013-11-08,A,60,0,MO,IG,ADDISON
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,466.37500,2013-11-08,A,60,0,MO,IG,WESTMONT
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,466.38750,2013-11-08,A,60,0,MO,IG,
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,466.38750,2013-11-08,A,60,0,MO,IG,WOOD DALE
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,466.38750,2013-11-08,A,60,0,MO,IG,ADDISON
FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WQSS893,466.38750,2013-11-08,A,60,0,MO,IG,WESTMONT
"FRANCISCAN COURT, LLP",WQDV804,451.60000,2015-11-23,A,1,0,FB2,IG,WEST CHICAGO
"FRANCISCAN COURT, LLP",WQDV804,451.60000,2015-11-23,A,15,0,MO,IG,WEST CHICAGO
"FRANCISCAN COURT, LLP",WQDV804,456.60000,2015-11-23,A,15,0,MO,IG,WEST CHICAGO
"FRANKLIN INSTRUMENT CO., INC.",WQJJ880,464.65000,2008-10-06,A,1,225,FB6,IG,ITASCA
"FRANKLIN INSTRUMENT CO., INC.",WQJJ880,464.65000,2008-10-06,A,500,3000,FB6T,IG,ITASCA
"FRANKLIN INSTRUMENT CO., INC.",WQJJ880,464.65000,2008-10-06,A,500,30000,FB6T,IG,ITASCA
"FRANKLIN INSTRUMENT CO., INC.",WQJJ880,467.21250,2008-10-06,A,500,0,MO6,IG,ITASCA
