Entity,Callsign,Frequency,Granted,Stat,Units,Pag,Code,Svc,City
303 TRANSPORTATION LLC,WQNE412,152.27000,2011-01-06,A,1,0,FB2,IG,WHEATON
303 TRANSPORTATION LLC,WQNE412,152.39000,2011-01-06,A,1,0,FB2,IG,WHEATON
303 TRANSPORTATION LLC,WQNE412,152.39000,2011-01-06,A,200,0,MO,IG,WHEATON
303 TRANSPORTATION LLC,WQNE412,157.53000,2011-01-06,A,200,0,MO,IG,WHEATON
303 TRANSPORTATION LLC,WQNE412,157.65000,2011-01-06,A,1,0,FX1,IG,WHEATON
303 TRANSPORTATION LLC,WQNE412,157.65000,2011-01-06,A,200,0,MO,IG,WHEATON
"3500 LACEY ROAD, LLC",WQSH941,466.15000,2013-09-23,A,35,0,MO,IG,DOWNERS GROVE
"3500 LACEY ROAD, LLC",WQSH941,466.17500,2013-09-23,A,35,0,MO,IG,DOWNERS GROVE
"3500 LACEY ROAD, LLC",WQSH941,466.20000,2013-09-23,A,35,0,MO,IG,DOWNERS GROVE
"3500 LACEY ROAD, LLC",WQSH941,466.22500,2013-09-23,A,35,0,MO,IG,DOWNERS GROVE
"3500 LACEY ROAD, LLC",WQSH941,466.25000,2013-09-23,A,35,0,MO,IG,DOWNERS GROVE
701 LOMBARD LLC,WQOB750,457.41250,2011-08-04,A,15,0,MO,IG,LOMBARD
701 LOMBARD LLC,WQOB750,457.83750,2011-08-04,A,15,0,MO,IG,LOMBARD
701 LOMBARD LLC,WQOB750,457.86250,2011-08-04,A,15,0,MO,IG,LOMBARD
701 LOMBARD LLC,WQOB750,457.98750,2011-08-04,A,15,0,MO,IG,LOMBARD
A BEEP LLC,WPIT631,929.03750,2010-11-16,A,1,50000,FB6C,GS,NAPERVILLE
A BEEP LLC,WPIY208,929.03750,2010-11-16,A,1,50000,FB6C,GS,OAKBROOK
A BEEP LLC,WPLY723,929.06250,2008-04-29,A,1,60000,FB6C,GS,AURORA
"A BEEP, LLC",WQUG830,452.38750,2014-07-03,A,1,0,FB6,IG,CAROL STREAM
"A BEEP, LLC",WQUG830,457.38750,2014-07-03,A,90,0,MO6,IG,CAROL STREAM
"A BEEP, LLC",WQUG830,461.05000,2014-07-03,A,1,0,FB6,IG,CAROL STREAM
"A BEEP, LLC",WPLE964,461.05000,2012-01-07,A,1,0,FB6,YG,NAPERVILLE
"A BEEP, LLC",WPLE964,461.12500,2012-01-07,A,1,0,FB6,YG,NAPERVILLE
"A BEEP, LLC",WQUG830,461.52500,2014-07-03,A,1,0,FB6,IG,CAROL STREAM
"A BEEP, LLC",WPLE964,461.52500,2012-01-07,A,1,0,FB6,YG,NAPERVILLE
"A BEEP, LLC",WPLE964,463.57500,2012-01-07,A,1,0,FB6,YG,NAPERVILLE
"A BEEP, LLC",WPLE964,464.22500,2012-01-07,A,1,0,FB6,YG,NAPERVILLE
"A BEEP, LLC",WPLE964,464.85000,2012-01-07,A,1,0,FB6,YG,NAPERVILLE
"A BEEP, LLC",WPLE964,464.95000,2012-01-07,A,1,0,FB6,YG,NAPERVILLE
"A BEEP, LLC",WQUG830,466.05000,2014-07-03,A,90,0,MO6,IG,CAROL STREAM
"A BEEP, LLC",WPLE964,466.05000,2012-01-07,A,90,0,MO,YG,NAPERVILLE
"A BEEP, LLC",WPLE964,466.12500,2012-01-07,A,90,0,MO,YG,NAPERVILLE
"A BEEP, LLC",WQUG830,466.52500,2014-07-03,A,90,0,MO6,IG,CAROL STREAM
"A BEEP, LLC",WPLE964,466.52500,2012-01-07,A,90,0,MO,YG,NAPERVILLE
"A BEEP, LLC",WPLE964,468.57500,2012-01-07,A,90,0,MO,YG,NAPERVILLE
"A BEEP, LLC",WPLE964,469.22500,2012-01-07,A,90,0,MO,YG,NAPERVILLE
"A BEEP, LLC",WPLE964,469.85000,2012-01-07,A,90,0,MO,YG,NAPERVILLE
"A BEEP, LLC",WPLE964,469.95000,2012-01-07,A,90,0,MO,YG,NAPERVILLE
"A BEEP, LLC",WQNR859,471.43750,2011-05-03,A,1,0,FB6,YG,NAPERVILLE
"A BEEP, LLC",KNJT925,471.46250,2014-04-01,A,1,0,FB4,IG,WHEATON
"A BEEP, LLC",WPMK386,471.46250,2013-07-04,A,1,0,FB6,IG,WHEATON
"A BEEP, LLC",WIK986,471.68750,2015-03-20,A,1,0,FB6,IG,WHEATON
"A BEEP, LLC",WIK986,471.68750,2015-03-20,A,59,0,MO,IG,WHEATON
"A BEEP, LLC",WIK986,471.68750,2015-03-20,A,1,0,FB6,IG,WEST CHICAGO
"A BEEP, LLC",WIK614,471.68750,2015-06-25,A,1,0,FB4,IG,WHEATON
"A BEEP, LLC",WIK986,471.68750,2015-03-20,A,59,0,MO,IG,WEST CHICAGO
"A BEEP, LLC",WQNR859,471.70000,2011-05-03,A,1,0,FB8,YG,NAPERVILLE
"A BEEP, LLC",WPSK252,471.71250,2011-05-25,A,1,0,FB6,IG,WHEATON
"A BEEP, LLC",WIM620,471.78750,2015-08-13,A,1,0,FB6,IG,WHEATON
"A BEEP, LLC",WPKU637,471.86250,2012-11-14,A,1,0,FB6,IG,WHEATON
"A BEEP, LLC",WQOD794,471.92500,2011-08-23,A,1,0,FB8,YG,CAROL STREAM
"A BEEP, LLC",WPKU626,471.96250,2012-10-24,A,1,0,FB6,IG,WHEATON
"A BEEP, LLC",WPKU637,472.11250,2012-11-14,A,1,0,FB6,IG,WHEATON
"A BEEP, LLC",WPRJ832,472.40000,2015-10-06,A,1,0,FB8,YG,NAPERVILLE
"A BEEP, LLC",WQOD794,472.45000,2011-08-23,A,1,0,FB8,YG,CAROL STREAM
"A BEEP, LLC",WPLV769,472.47500,2013-01-18,A,1,0,FB8,YG,NAPERVILLE
"A BEEP, LLC",WPNS935,472.51250,2014-03-11,A,1,0,FB8,YG,NAPERVILLE
"A BEEP, LLC",WPNS935,472.51250,2014-03-11,A,1,0,FB8,YG,CAROL STREAM
"A BEEP, LLC",WQOD794,472.52500,2011-08-23,A,1,0,FB8,YG,CAROL STREAM
"A BEEP, LLC",WPRJ832,472.57500,2015-10-06,A,1,0,FB8,YG,NAPERVILLE
"A BEEP, LLC",KXZ335,472.78750,2015-08-12,A,1,0,FB6,IG,WHEATON
"A BEEP, LLC",KXZ335,472.78750,2015-08-12,A,26,0,MO,IG,WHEATON
"A BEEP, LLC",WQOF857,472.82500,2011-09-13,A,1,0,FB2,IG,CAROL STREAM
"A BEEP, LLC",WPLV769,472.92500,2013-01-18,A,1,0,FB8,YG,NAPERVILLE
"A BEEP, LLC",WPLV769,472.95000,2013-01-18,A,1,0,FB8,YG,NAPERVILLE
"A BEEP, LLC",WQNR859,474.43750,2011-05-03,A,21,0,MO6,YG,NAPERVILLE
"A BEEP, LLC",KNJT925,474.46250,2014-04-01,A,1,0,FX1,IG,WHEATON
"A BEEP, LLC",KNJT925,474.46250,2014-04-01,A,21,0,MO,IG,WHEATON
"A BEEP, LLC",WPMK386,474.46250,2013-07-04,A,1,0,FX1,IG,WHEATON
"A BEEP, LLC",WPMK386,474.46250,2013-07-04,A,69,0,MO,IG,WHEATON
"A BEEP, LLC",WIK986,474.68750,2015-03-20,A,1,0,FX1,IG,WHEATON
"A BEEP, LLC",WIK986,474.68750,2015-03-20,A,59,0,MO,IG,WHEATON
"A BEEP, LLC",WIK986,474.68750,2015-03-20,A,1,0,FX1,IG,WEST CHICAGO
"A BEEP, LLC",WIK614,474.68750,2015-06-25,A,1,0,FX1,IG,WHEATON
"A BEEP, LLC",WIK614,474.68750,2015-06-25,A,15,0,MO,IG,WHEATON
"A BEEP, LLC",WIK986,474.68750,2015-03-20,A,59,0,MO,IG,WEST CHICAGO
"A BEEP, LLC",WQNR859,474.70000,2011-05-03,A,90,0,MO8,YG,NAPERVILLE
"A BEEP, LLC",WPSK252,474.71250,2011-05-25,A,1,0,FX1,IG,WHEATON
"A BEEP, LLC",WPSK252,474.71250,2011-05-25,A,100,0,MO,IG,WHEATON
"A BEEP, LLC",WIM620,474.78750,2015-08-13,A,1,0,FX1,IG,WHEATON
"A BEEP, LLC",WIM620,474.78750,2015-08-13,A,49,0,MO,IG,WHEATON
"A BEEP, LLC",WPKU637,474.86250,2012-11-14,A,1,0,FX1,IG,WHEATON
"A BEEP, LLC",WPKU637,474.86250,2012-11-14,A,100,0,MO,IG,WHEATON
"A BEEP, LLC",WQOD794,474.92500,2011-08-23,A,400,0,MO8,YG,CAROL STREAM
"A BEEP, LLC",WPKU626,474.96250,2012-10-24,A,1,0,FX1,IG,WHEATON
"A BEEP, LLC",WPKU626,474.96250,2012-10-24,A,100,0,MO,IG,WHEATON
"A BEEP, LLC",WPKU637,475.11250,2012-11-14,A,1,0,FX1,IG,WHEATON
"A BEEP, LLC",WPKU637,475.11250,2012-11-14,A,100,0,MO,IG,WHEATON
"A BEEP, LLC",WPRJ832,475.40000,2015-10-06,A,180,0,MO8,YG,NAPERVILLE
"A BEEP, LLC",WQOD794,475.45000,2011-08-23,A,400,0,MO8,YG,CAROL STREAM
"A BEEP, LLC",WPLV769,475.47500,2013-01-18,A,270,0,MO8,YG,NAPERVILLE
"A BEEP, LLC",WPNS935,475.51250,2014-03-11,A,90,0,MO8,YG,NAPERVILLE
"A BEEP, LLC",WPNS935,475.51250,2014-03-11,A,90,0,MO8,YG,CAROL STREAM
"A BEEP, LLC",WQOD794,475.52500,2011-08-23,A,90,0,MO8,YG,CAROL STREAM
"A BEEP, LLC",WPRJ832,475.57500,2015-10-06,A,180,0,MO8,YG,NAPERVILLE
"A BEEP, LLC",KXZ335,475.78750,2015-08-12,A,1,0,FX1,IG,WHEATON
"A BEEP, LLC",KXZ335,475.78750,2015-08-12,A,26,0,MO,IG,WHEATON
"A BEEP, LLC",WQOF857,475.82500,2011-09-13,A,90,0,MO,IG,CAROL STREAM
"A BEEP, LLC",WPLV769,475.92500,2013-01-18,A,270,0,MO8,YG,NAPERVILLE
"A BEEP, LLC",WPLV769,475.95000,2013-01-18,A,270,0,MO8,YG,NAPERVILLE
AAA UNIVERSAL TAXI INC.,WQTI940,152.99000,2014-02-12,A,1,0,FB,IG,DONNERS GROVE
AAA UNIVERSAL TAXI INC.,WQTI940,152.99000,2014-02-12,A,1,0,FB,IG,OAKBROOK TERR
AAA UNIVERSAL TAXI INC.,WQTI940,160.05000,2014-02-12,A,200,0,MO,IG,DONNERS GROVE
AAA UNIVERSAL TAXI INC.,WQTI940,160.05000,2014-02-12,A,200,0,MO,IG,OAKBROOK TERR
ACCURATE CARRIERS U.S.A.,WQUL871,452.06250,2014-08-12,A,20,0,MO,IG,GLENDALE HEIG
ACCURATE CARRIERS U.S.A.,WQUL871,452.51250,2014-08-12,A,20,0,MO,IG,GLENDALE HEIG
ACCURATE CARRIERS U.S.A.,WQUL871,456.61250,2014-08-12,A,20,0,MO,IG,GLENDALE HEIG
ACCURATE CARRIERS U.S.A.,WQUL871,457.83750,2014-08-12,A,20,0,MO,IG,GLENDALE HEIG
ACE HARDWARE CORPORATION,WQIH365,461.10000,2008-02-11,A,1,0,FB2,IG,OAK BROOK
ACE HARDWARE CORPORATION,WQIH365,461.10000,2008-02-11,A,1,0,FB2,IG,WOODRIDGE
ACE HARDWARE CORPORATION,WQIH365,461.87500,2008-02-11,A,1,0,FB2,IG,OAK BROOK
ACE HARDWARE CORPORATION,WQIH365,461.87500,2008-02-11,A,1,0,FB2,IG,WOODRIDGE
ACE HARDWARE CORPORATION,WQSJ979,464.86250,2013-10-01,A,1,0,FB2,IG,OAK BROOK
ACE HARDWARE CORPORATION,WQSJ979,464.86250,2013-10-01,A,30,0,MO,IG,OAK BROOK
ACE HARDWARE CORPORATION,WQIH365,466.10000,2008-02-11,A,40,0,MO,IG,OAK BROOK
ACE HARDWARE CORPORATION,WQIH365,466.10000,2008-02-11,A,40,0,MO,IG,WOODRIDGE
ACE HARDWARE CORPORATION,WQIH365,466.87500,2008-02-11,A,40,0,MO,IG,OAK BROOK
ACE HARDWARE CORPORATION,WQIH365,466.87500,2008-02-11,A,40,0,MO,IG,WOODRIDGE
ACE HARDWARE CORPORATION,WQSJ979,469.86250,2013-10-01,A,30,0,MO,IG,OAK BROOK
Aclara Technologies LLC,WPRJ898,451.31250,2015-09-15,A,2200,0,MO,IG,WILLOWBROOK
Aclara Technologies LLC,WPTR694,452.46250,2011-12-16,A,5000,0,FXOT,IG,DOWNERS GROVE
ACLARA TECHNOLOGIES LLC,WQSI315,457.18750,2013-09-24,A,80000,0,MO,IG,NAPERVILLE
ACLARA TECHNOLOGIES LLC,WQSI315,457.63750,2013-09-24,A,80000,0,MO,IG,NAPERVILLE
ACLARA TECHNOLOGIES LLC,WQTI512,457.88750,2014-02-11,A,5000,0,MO,IG,DOWNERS GROVE
Aclara Technologies LLC,WQGT825,462.23750,2007-04-14,A,25000,0,FXOT,IG,VALLEY VIEW
Aclara Technologies LLC,WQGT825,462.43750,2007-04-14,A,25000,0,FXOT,IG,VALLEY VIEW
Aclara Technologies LLC,WQET343,467.21250,2016-02-11,A,25000,0,MO,IG,Winfield
ACLARA TECHNOLOGIES LLC,WQTJ649,467.51250,2014-02-19,A,25000,0,MO,IG,WINFIELD
Acxiom Corporation,WQRG715,451.97500,2013-05-09,A,1,0,FB2,IG,Downers Grove
Acxiom Corporation,WQRG715,451.97500,2013-05-09,A,50,1,MO,IG,Downers Grove
Acxiom Corporation,WQRG715,456.23750,2013-05-09,A,50,0,MO,IG,Downers Grove
Acxiom Corporation,WQRG715,456.31250,2013-05-09,A,50,0,MO,IG,Downers Grove
Acxiom Corporation,WQRG715,456.61250,2013-05-09,A,50,0,MO,IG,Downers Grove
Acxiom Corporation,WQRG715,456.66250,2013-05-09,A,50,0,MO,IG,Downers Grove
Acxiom Corporation,WQRG715,456.97500,2013-05-09,A,50,1,MO,IG,Downers Grove
Acxiom Corporation,WQRG715,457.48750,2013-05-09,A,50,0,MO,IG,Downers Grove
Addison Fire Prot. Dist. #1,WQJL677,4940.00000,2008-10-24,A,0,0,,PA,Addison
ADDISON FIRE PROTECTION DISTRICT,WQAX363,154.17500,2014-07-18,A,25,0,MO,PW,ADDISON
ADDISON FIRE PROTECTION DISTRICT,WQAX363,154.17500,2014-07-18,A,1,35,FB,PW,ADDISON
ADDISON FIRE PROTECTION DISTRICT,WQAX363,154.26500,2014-07-18,A,25,0,MO,PW,ADDISON
ADDISON FIRE PROTECTION DISTRICT,WQAX363,154.26500,2014-07-18,A,1,35,FB,PW,ADDISON
ADDISON FIRE PROTECTION DISTRICT #1,WQJS445,151.13750,2008-12-11,A,1,0,FB,PW,ADDISON
ADDISON FIRE PROTECTION DISTRICT #1,WQJS445,151.13750,2008-12-11,A,100,0,MO,PW,ADDISON
ADDISON FIRE PROTECTION DISTRICT #1,WQJS445,154.45250,2008-12-11,A,1,0,FB,PW,ADDISON
ADDISON FIRE PROTECTION DISTRICT #1,WQJS445,154.45250,2008-12-11,A,100,0,MO,PW,ADDISON
ADDISON FIRE PROTECTION DISTRICT #1,WQJS445,155.75250,2008-12-11,A,1,0,FB,PW,ADDISON
ADDISON FIRE PROTECTION DISTRICT #1,WQJS445,155.75250,2008-12-11,A,100,0,MO,PW,ADDISON
ADDISON FIRE PROTECTION DISTRICT #1,WQJS445,158.73750,2008-12-11,A,1,0,FB,PW,ADDISON
ADDISON FIRE PROTECTION DISTRICT #1,WQJS445,158.73750,2008-12-11,A,100,0,MO,PW,ADDISON
ADDISON FIRE PROTECTION DISTRICT #1,WQJS445,159.47250,2008-12-11,A,1,0,FB,PW,ADDISON
ADDISON FIRE PROTECTION DISTRICT #1,WQJS445,159.47250,2008-12-11,A,100,0,MO,PW,ADDISON
ADDISON SCHOOL DISTRICT 4,WPOC481,151.74500,2014-03-29,A,1,0,FB,IG,ADDISON
ADDISON SCHOOL DISTRICT 4,WPOC481,151.74500,2014-03-29,A,16,0,MO,IG,ADDISON
ADDISON SCHOOL DISTRICT 4,WPOC481,461.17500,2014-03-29,A,1,0,FB2,IG,ADDISON
ADDISON SCHOOL DISTRICT 4,WPOC481,461.17500,2014-03-29,A,10,0,MO,IG,ADDISON
ADDISON SCHOOL DISTRICT 4,WPOC481,466.17500,2014-03-29,A,10,0,MO,IG,ADDISON
"ADDISON, VILLAGE OF",WQQQ227,151.08500,2013-02-12,A,1,0,FB2,PW,ADDISON
"ADDISON, VILLAGE OF",WQQQ227,151.08500,2013-02-12,A,80,0,MO,PW,ADDISON
"ADDISON, VILLAGE OF",KEL343,155.10000,2011-03-22,A,1,0,FB,PW,ADDISON
"ADDISON, VILLAGE OF",WQQQ227,159.00750,2013-02-12,A,80,0,MO,PW,ADDISON
"ADDISON, VILLAGE OF",WPLV779,159.63000,2013-01-03,A,1,0,FB,IG,
"ADDISON, VILLAGE OF",WPLV779,159.63000,2013-01-03,A,120,0,MO,IG,
"ADDISON, VILLAGE OF",WPLV779,159.63000,2013-01-03,A,1,0,FB,IG,ADDISON
"ADDISON, VILLAGE OF",WPLV779,159.63000,2013-01-03,A,120,0,MO,IG,ADDISON
ADIDAS GROUP,WQIW922,451.98750,2008-06-06,A,1,0,FB2,IG,AURORA
ADIDAS GROUP,WQIW922,451.98750,2008-06-06,A,200,0,MO,IG,AURORA
ADIDAS GROUP,WQIW922,452.25000,2008-06-06,A,1,0,FB2,IG,AURORA
ADIDAS GROUP,WQIW922,452.25000,2008-06-06,A,400,0,MO,IG,AURORA
ADIDAS GROUP,WQIW922,452.26250,2008-06-06,A,1,0,FB2,IG,AURORA
ADIDAS GROUP,WQIW922,452.26250,2008-06-06,A,400,0,MO,IG,AURORA
ADIDAS GROUP,WQIW922,456.98750,2008-06-06,A,200,0,MO,IG,AURORA
ADIDAS GROUP,WQIW922,457.25000,2008-06-06,A,2,0,FX1,IG,AURORA
ADIDAS GROUP,WQIW922,457.25000,2008-06-06,A,400,0,MO,IG,AURORA
ADIDAS GROUP,WQIW922,457.26250,2008-06-06,A,2,0,FX1,IG,AURORA
ADIDAS GROUP,WQIW922,457.26250,2008-06-06,A,400,0,MO,IG,AURORA
ADIDAS GROUP,WQIW922,461.10000,2008-06-06,A,1,0,FB2,IG,AURORA
ADIDAS GROUP,WQIW922,461.10000,2008-06-06,A,75,0,MO,IG,AURORA
ADIDAS GROUP,WQIW922,461.43750,2008-06-06,A,105,0,MO,IG,AURORA
ADIDAS GROUP,WQIW922,461.48750,2008-06-06,A,105,0,MO,IG,AURORA
ADIDAS GROUP,WQIW922,461.56250,2008-06-06,A,105,0,MO,IG,AURORA
ADIDAS GROUP,WQIW922,461.61250,2008-06-06,A,105,0,MO,IG,AURORA
ADIDAS GROUP,WQIW922,461.66250,2008-06-06,A,105,0,MO,IG,AURORA
ADIDAS GROUP,WQIW922,461.88750,2008-06-06,A,105,0,MO,IG,AURORA
ADIDAS GROUP,WQIW922,463.25000,2008-06-06,A,105,0,MO,IG,AURORA
ADIDAS GROUP,WQIW922,463.25000,2008-06-06,A,1,0,FB2,IG,AURORA
ADIDAS GROUP,WQIW922,463.31250,2008-06-06,A,1,0,FB2,IG,AURORA
ADIDAS GROUP,WQIW922,463.31250,2008-06-06,A,25,0,MO,IG,AURORA
ADIDAS GROUP,WQIW922,463.77500,2008-06-06,A,105,0,MO,IG,AURORA
ADIDAS GROUP,WQIW922,464.83750,2008-06-06,A,75,0,MO,IG,AURORA
ADIDAS GROUP,WQIW922,464.83750,2008-06-06,A,1,0,FB2,IG,AURORA
ADIDAS GROUP,WQIW922,464.85000,2008-06-06,A,105,0,MO,IG,AURORA
ADIDAS GROUP,WQIW922,466.10000,2008-06-06,A,75,0,MO,IG,AURORA
ADIDAS GROUP,WQIW922,467.33750,2008-06-06,A,25,0,MO,IG,AURORA
ADIDAS GROUP,WQIW922,467.38750,2008-06-06,A,25,0,MO,IG,AURORA
ADIDAS GROUP,WQIW922,467.43750,2008-06-06,A,25,0,MO,IG,AURORA
ADIDAS GROUP,WQIW922,468.25000,2008-06-06,A,105,0,MO,IG,AURORA
ADIDAS GROUP,WQIW922,468.25000,2008-06-06,A,2,0,FX1,IG,AURORA
ADIDAS GROUP,WQIW922,468.31250,2008-06-06,A,25,0,MO,IG,AURORA
ADIDAS GROUP,WQIW922,469.26250,2008-06-06,A,25,0,MO,IG,AURORA
ADIDAS GROUP,WQIW922,469.83750,2008-06-06,A,75,0,MO,IG,AURORA
ADJUSTABLE FORMS,WQPE852,461.38750,2012-04-26,A,40,0,MO,IG,LOMBARD
ADJUSTABLE FORMS,WQPE852,461.53750,2012-04-26,A,40,0,MO,IG,LOMBARD
ADJUSTABLE FORMS,WQPE852,461.61250,2012-04-26,A,40,0,MO,IG,LOMBARD
ADJUSTABLE FORMS,WQPE852,463.78750,2012-04-26,A,40,0,MO,IG,LOMBARD
ADJUSTABLE FORMS,WQPE852,466.55000,2012-04-26,A,40,0,MO,IG,LOMBARD
ADJUSTABLE FORMS,WQPE852,466.72500,2012-04-26,A,40,0,MO,IG,LOMBARD
ADJUSTABLE FORMS,WQPE852,466.90000,2012-04-26,A,40,0,MO,IG,LOMBARD
ADJUSTABLE FORMS,WQPE852,467.00000,2012-04-26,A,40,0,MO,IG,LOMBARD
ADVENTIST GLEN OAKS HOSPITAL,WQKQ752,461.47500,2009-08-17,A,1,0,FB2,IG,GLENDALE HEIG
ADVENTIST GLEN OAKS HOSPITAL,WQKQ752,461.47500,2009-08-17,A,25,0,MO,IG,GLENDALE HEIG
ADVENTIST GLEN OAKS HOSPITAL,WQKQ752,461.47500,2009-08-17,A,1,0,FB2,IG,
ADVENTIST GLEN OAKS HOSPITAL,WQKQ752,461.47500,2009-08-17,A,25,0,MO,IG,
ADVENTIST GLEN OAKS HOSPITAL,WQKQ752,466.47500,2009-08-17,A,1,0,FX1,IG,GLENDALE HEIG
ADVENTIST GLEN OAKS HOSPITAL,WQKQ752,466.47500,2009-08-17,A,25,0,MO,IG,GLENDALE HEIG
ADVENTIST GLEN OAKS HOSPITAL,WQKQ752,466.47500,2009-08-17,A,1,0,FX1,IG,
ADVENTIST GLEN OAKS HOSPITAL,WQKQ752,466.47500,2009-08-17,A,25,0,MO,IG,
ADVENTIST HINSDALE HOSPITAL,WQNV318,462.75000,2011-06-07,A,1,200,FB,IG,HINSDALE
Advocate Good Samaritan Hospital,WQHK211,72.26000,2007-08-20,A,1,0,MO,IG,Downers Grove
Advocate Good Samaritan Hospital,WQHK211,72.32000,2007-08-20,A,1,0,FXO,IG,Downers Grove
Advocate Good Samaritan Hospital,WQTP738,155.28000,2014-03-20,A,1,0,FB,PW,Downers Grove
Advocate Good Samaritan Hospital,WQTP738,155.28000,2014-03-20,A,12,0,MO,PW,Downers Grove
Advocate Good Samaritan Hospital,WQTP738,155.34000,2014-03-20,A,12,0,MO,PW,Downers Grove
Advocate Good Samaritan Hospital,WQTP738,155.34000,2014-03-20,A,1,0,FB,PW,Downers Grove
ADVOCATE GOOD SAMARITAN HOSPITAL,WNAP857,461.40000,2014-10-21,A,1,0,FB2,IG,DOWNERS GROVE
ADVOCATE GOOD SAMARITAN HOSPITAL,WNAP857,461.40000,2014-10-21,A,12,0,MO,IG,DOWNERS GROVE
ADVOCATE GOOD SAMARITAN HOSPITAL,WNAP857,461.40000,2014-10-21,A,100,0,MO,IG,DOWNERS GROVE
ADVOCATE GOOD SAMARITAN HOSPITAL,WNAP857,461.77500,2014-10-21,A,100,0,MO,IG,DOWNERS GROVE
ADVOCATE GOOD SAMARITAN HOSPITAL,WNAP857,461.77500,2014-10-21,A,1,0,FB2,IG,DOWNERS GROVE
ADVOCATE GOOD SAMARITAN HOSPITAL,WNAP857,461.77500,2014-10-21,A,12,0,MO,IG,DOWNERS GROVE
ADVOCATE GOOD SAMARITAN HOSPITAL,WNAP857,463.22500,2014-10-21,A,1,0,FB2,IG,DOWNERS GROVE
ADVOCATE GOOD SAMARITAN HOSPITAL,WNAP857,463.22500,2014-10-21,A,12,0,MO,IG,DOWNERS GROVE
ADVOCATE GOOD SAMARITAN HOSPITAL,WNAP857,463.22500,2014-10-21,A,100,0,MO,IG,DOWNERS GROVE
ADVOCATE GOOD SAMARITAN HOSPITAL,WNAP857,464.82500,2014-10-21,A,1,0,FB2,IG,DOWNERS GROVE
ADVOCATE GOOD SAMARITAN HOSPITAL,WNAP857,464.82500,2014-10-21,A,100,0,MO,IG,DOWNERS GROVE
ADVOCATE GOOD SAMARITAN HOSPITAL,WNAP857,466.40000,2014-10-21,A,12,0,MO,IG,DOWNERS GROVE
ADVOCATE GOOD SAMARITAN HOSPITAL,WNAP857,466.40000,2014-10-21,A,100,0,MO,IG,DOWNERS GROVE
ADVOCATE GOOD SAMARITAN HOSPITAL,WNAP857,466.40000,2014-10-21,A,12,0,FX1,IG,DOWNERS GROVE
ADVOCATE GOOD SAMARITAN HOSPITAL,WNAP857,466.77500,2014-10-21,A,12,0,MO,IG,DOWNERS GROVE
ADVOCATE GOOD SAMARITAN HOSPITAL,WNAP857,466.77500,2014-10-21,A,100,0,MO,IG,DOWNERS GROVE
ADVOCATE GOOD SAMARITAN HOSPITAL,WNAP857,466.77500,2014-10-21,A,12,0,FX1,IG,DOWNERS GROVE
ADVOCATE GOOD SAMARITAN HOSPITAL,WNAP857,468.22500,2014-10-21,A,12,0,FX1,IG,DOWNERS GROVE
ADVOCATE GOOD SAMARITAN HOSPITAL,WNAP857,468.22500,2014-10-21,A,12,0,MO,IG,DOWNERS GROVE
ADVOCATE GOOD SAMARITAN HOSPITAL,WNAP857,468.22500,2014-10-21,A,100,0,MO,IG,DOWNERS GROVE
ADVOCATE GOOD SAMARITAN HOSPITAL,WNAP857,469.82500,2014-10-21,A,12,0,FX1,IG,DOWNERS GROVE
ADVOCATE GOOD SAMARITAN HOSPITAL,WNAP857,469.82500,2014-10-21,A,100,0,MO,IG,DOWNERS GROVE
ADVOCATE HEALTH & HOSPITALS CORP DBA GOOD SAM,WQGP779,464.65000,2007-03-19,A,2,0,MO,IG,DOWNERS GROVE
ADVOCATE HEALTH & HOSPITALS CORP DBA GOOD SAM,WQGP779,464.65000,2007-03-19,A,1,45,FB,IG,DOWNERS GROVE
ADVOCATE HEALTH & HOSPITALS CORP DBA GOOD SAM,WQGP779,468.78750,2007-03-19,A,45,0,MO,IG,DOWNERS GROVE
ADVOCATE HEALTH & HOSPITALS CORP DBA GOOD SAM,WQGP779,469.93750,2007-03-19,A,45,0,MO,IG,DOWNERS GROVE
ADVOCATE LUTHERAN GENERAL HOSPITAL,KZQ870,159.55500,2011-08-08,A,100,0,MO,IG,Oak Brook
ADVOCATE LUTHERAN GENERAL HOSPITAL,KZQ870,159.55500,2011-08-08,A,100,0,MO,IG,Downers Grove
ADVOCATE LUTHERAN GENERAL HOSPITAL,KZQ870,160.14750,2011-08-08,A,100,0,MO,IG,Oak Brook
ADVOCATE LUTHERAN GENERAL HOSPITAL,KZQ870,160.14750,2011-08-08,A,100,0,MO,IG,Downers Grove
ADVOCATE LUTHERAN GENERAL HOSPITAL,KZQ870,451.77500,2011-08-08,A,250,0,MO,IG,Oak Brook
ADVOCATE LUTHERAN GENERAL HOSPITAL,KZQ870,451.77500,2011-08-08,A,250,0,MO,IG,Downers Grove
ADVOCATE LUTHERAN GENERAL HOSPITAL,KZQ870,456.77500,2011-08-08,A,250,0,MO,IG,Oak Brook
ADVOCATE LUTHERAN GENERAL HOSPITAL,KZQ870,456.77500,2011-08-08,A,250,0,MO,IG,Downers Grove
ADVOCATE LUTHERAN GENERAL HOSPITAL,KZQ870,461.41250,2011-08-08,A,250,0,MO,IG,Oak Brook
ADVOCATE LUTHERAN GENERAL HOSPITAL,KZQ870,461.41250,2011-08-08,A,250,0,MO,IG,Downers Grove
ADVOCATE LUTHERAN GENERAL HOSPITAL,KZQ870,462.27500,2011-08-08,A,250,0,MO,IG,Oak Brook
